Model,Val_Accuracy,Val_Macro_F1,Test_Accuracy,Test_Macro_F1
DenseNet121,0.7960954446854663,0.7879267154763243,0.7813852813852814,0.7437341303034062
EfficientNet-B2,0.7982646420824295,0.7717039655605661,0.7965367965367965,0.749046299157426
EfficientNet-B0,0.7440347071583514,0.7133917216690351,0.7359307359307359,0.7041064658835913
