phase,epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
phase1_head_only,1,1.5647214533171985,0.44217371110078957,1.3278171372258483,0.6052060737527115,0.4664495990466286,0.001
phase1_head_only,2,1.2530882764405225,0.6052020436600093,1.1895681847202029,0.6334056399132321,0.5090632286368608,0.001
phase2_full_finetune,1,1.070294035793292,0.6785880167208547,0.9648498109261022,0.7180043383947939,0.6611130388335507,2.7990381056766583e-05
phase2_full_finetune,2,0.8742786883698803,0.7491871806781235,0.8609572196472234,0.754880694143167,0.7345681888998568,2.25e-05
phase2_full_finetune,3,0.7718611411643039,0.7965629354389224,0.8066174103484495,0.7635574837310195,0.7431626989436154,1.5e-05
phase2_full_finetune,4,0.708443190073668,0.8346493265211333,0.7839442018314453,0.7982646420824295,0.7717039655605661,7.500000000000004e-06
phase2_full_finetune,5,0.6699911497716731,0.8402229447282861,0.7780049938441874,0.7982646420824295,0.7702235745110253,2.0096189432334194e-06
phase2_full_finetune,6,0.6533099635501158,0.8416163492800743,0.7634192281069311,0.7874186550976139,0.7558893127418812,0.0
